n_sick,calls,n_duty,n_sby,sby_need,dafted,year,month,day_of_week,season_Autumn,season_Spring,season_Summer,season_Winter,adjusted_need,calls_per_duty,month_sin,month_cos,day_of_week_sin,day_of_week_cos,avg_calls_last_30_days,avg_sick_last_30_days,outlier,adjusted_need_cleaned
50,6084.0,1700,90,0.0,0.0,2016,5,4,False,True,False,False,90.0,3.5788235294117645,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,7606.0,57.1,False,90.0
50,6174.0,1700,90,0.0,0.0,2016,5,5,False,True,False,False,90.0,3.631764705882353,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,7582.8,56.56666666666667,False,90.0
52,6984.0,1700,90,0.0,0.0,2016,5,6,False,True,False,False,90.0,4.108235294117647,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,7563.8,56.166666666666664,False,90.0
59,8670.0,1700,90,93.0,3.0,2016,5,0,False,True,False,False,93.0,5.1,0.49999999999999994,-0.8660254037844387,0.0,1.0,7672.0,55.96666666666667,False,93.0
59,8004.0,1700,90,0.0,0.0,2016,5,1,False,True,False,False,90.0,4.708235294117647,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,7658.8,56.13333333333333,False,90.0
64,7656.0,1700,90,0.0,0.0,2016,6,2,False,False,True,False,90.0,4.503529411764706,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,7654.6,56.166666666666664,False,90.0
63,8298.0,1700,90,23.0,0.0,2016,6,3,False,False,True,False,23.0,4.881176470588235,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,7674.0,56.233333333333334,False,23.0
69,8922.0,1700,90,154.0,64.0,2016,6,4,False,False,True,False,154.0,5.248235294117647,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,7693.4,56.6,False,154.0
67,9426.0,1700,90,253.0,163.0,2016,6,5,False,False,True,False,253.0,5.544705882352941,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,7738.8,56.93333333333333,False,253.0
61,8514.0,1700,90,64.0,0.0,2016,6,6,False,False,True,False,64.0,5.008235294117647,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,7775.8,57.0,False,64.0
62,9426.0,1700,90,248.0,158.0,2016,6,0,False,False,True,False,248.0,5.544705882352941,1.2246467991473532e-16,-1.0,0.0,1.0,7794.4,57.166666666666664,False,248.0
53,9414.0,1700,90,236.0,146.0,2016,6,1,False,False,True,False,236.0,5.53764705882353,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,7891.4,56.9,False,236.0
50,7260.0,1700,90,0.0,0.0,2016,6,2,False,False,True,False,90.0,4.270588235294118,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,7873.8,56.4,False,90.0
48,6762.0,1700,90,0.0,0.0,2016,6,3,False,False,True,False,90.0,3.9776470588235293,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,7866.6,55.733333333333334,False,90.0
53,7230.0,1700,90,0.0,0.0,2016,6,4,False,False,True,False,90.0,4.252941176470588,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,7857.2,55.46666666666667,False,90.0
51,7710.0,1700,90,0.0,0.0,2016,6,5,False,False,True,False,90.0,4.535294117647059,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,7866.4,55.333333333333336,False,90.0
59,6462.0,1700,90,0.0,0.0,2016,6,6,False,False,True,False,90.0,3.8011764705882354,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,7802.8,55.43333333333333,False,90.0
66,8790.0,1700,90,124.0,34.0,2016,6,0,False,False,True,False,124.0,5.170588235294118,1.2246467991473532e-16,-1.0,0.0,1.0,7824.6,55.96666666666667,False,124.0
58,8160.0,1700,90,0.0,0.0,2016,6,1,False,False,True,False,90.0,4.8,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,7840.8,56.0,False,90.0
53,8538.0,1700,90,61.0,0.0,2016,6,2,False,False,True,False,61.0,5.022352941176471,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,7823.8,56.03333333333333,False,61.0
55,8094.0,1700,90,0.0,0.0,2016,6,3,False,False,True,False,90.0,4.761176470588235,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,7808.6,56.1,False,90.0
54,6918.0,1700,90,0.0,0.0,2016,6,4,False,False,True,False,90.0,4.069411764705882,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,7766.4,56.166666666666664,False,90.0
54,6894.0,1700,90,0.0,0.0,2016,6,5,False,False,True,False,90.0,4.055294117647059,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,7717.8,56.266666666666666,False,90.0
56,6840.0,1700,90,0.0,0.0,2016,6,6,False,False,True,False,90.0,4.023529411764706,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,7752.8,56.233333333333334,False,90.0
57,8562.0,1700,90,70.0,0.0,2016,6,0,False,False,True,False,70.0,5.036470588235294,1.2246467991473532e-16,-1.0,0.0,1.0,7758.8,56.266666666666666,False,70.0
60,8754.0,1700,90,111.0,21.0,2016,6,1,False,False,True,False,111.0,5.149411764705882,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,7833.4,56.333333333333336,False,111.0
61,8058.0,1700,90,0.0,0.0,2016,6,2,False,False,True,False,90.0,4.74,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,7841.2,56.46666666666667,False,90.0
60,8316.0,1700,90,24.0,0.0,2016,6,3,False,False,True,False,24.0,4.891764705882353,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,7908.0,56.63333333333333,False,24.0
53,5916.0,1700,90,0.0,0.0,2016,6,4,False,False,True,False,90.0,3.48,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,7832.0,56.766666666666666,False,90.0
45,7272.0,1700,90,0.0,0.0,2016,6,5,False,False,True,False,90.0,4.277647058823529,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,7803.6,56.733333333333334,False,90.0
48,7794.0,1700,90,0.0,0.0,2016,6,6,False,False,True,False,90.0,4.584705882352941,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,7860.6,56.666666666666664,False,90.0
50,8964.0,1700,90,143.0,53.0,2016,6,0,False,False,True,False,143.0,5.272941176470588,1.2246467991473532e-16,-1.0,0.0,1.0,7953.6,56.666666666666664,False,143.0
44,7788.0,1700,90,0.0,0.0,2016,6,1,False,False,True,False,90.0,4.581176470588235,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,7980.4,56.4,False,90.0
44,6600.0,1700,90,0.0,0.0,2016,6,2,False,False,True,False,90.0,3.8823529411764706,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,7911.4,55.9,False,90.0
48,6708.0,1700,90,0.0,0.0,2016,6,3,False,False,True,False,90.0,3.9458823529411764,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,7868.2,55.53333333333333,False,90.0
41,8742.0,1700,90,90.0,0.0,2016,7,4,False,False,True,False,90.0,5.142352941176471,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,7904.4,54.766666666666666,False,90.0
40,7116.0,1700,90,0.0,0.0,2016,7,5,False,False,True,False,90.0,4.185882352941176,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,7865.0,54.0,False,90.0
46,8376.0,1700,90,22.0,0.0,2016,7,6,False,False,True,False,22.0,4.9270588235294115,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,7846.8,53.233333333333334,False,22.0
50,8526.0,1700,90,56.0,0.0,2016,7,0,False,False,True,False,56.0,5.015294117647059,-0.4999999999999997,-0.8660254037844388,0.0,1.0,7816.8,52.666666666666664,False,56.0
47,8550.0,1700,90,57.0,0.0,2016,7,1,False,False,True,False,57.0,5.029411764705882,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,7818.0,52.2,False,57.0
51,9702.0,1700,90,292.0,202.0,2016,7,2,False,False,True,False,292.0,5.707058823529412,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,7827.2,51.833333333333336,True,90.0
60,8442.0,1700,90,49.0,0.0,2016,7,3,False,False,True,False,49.0,4.965882352941176,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,7794.8,52.06666666666667,False,49.0
64,9024.0,1700,90,169.0,79.0,2016,7,4,False,False,True,False,169.0,5.308235294117647,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,7853.6,52.53333333333333,False,169.0
69,8532.0,1700,90,76.0,0.0,2016,7,5,False,False,True,False,76.0,5.0188235294117645,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,7912.6,53.233333333333334,False,76.0
70,7374.0,1700,90,0.0,0.0,2016,7,6,False,False,True,False,90.0,4.33764705882353,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,7917.4,53.8,False,90.0
70,9492.0,1700,90,269.0,179.0,2016,7,0,False,False,True,False,269.0,5.583529411764706,-0.4999999999999997,-0.8660254037844388,0.0,1.0,7976.8,54.43333333333333,False,269.0
52,8130.0,1700,90,0.0,0.0,2016,7,1,False,False,True,False,90.0,4.7823529411764705,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,8032.4,54.2,False,90.0
48,9012.0,1700,90,151.0,61.0,2016,7,2,False,False,True,False,151.0,5.301176470588235,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,8039.8,53.6,False,151.0
48,9228.0,1700,90,194.0,104.0,2016,7,3,False,False,True,False,194.0,5.4282352941176475,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,8075.4,53.266666666666666,False,194.0
54,7626.0,1700,90,0.0,0.0,2016,7,4,False,False,True,False,90.0,4.485882352941177,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,8045.0,53.3,False,90.0
58,6234.0,1700,90,0.0,0.0,2016,7,5,False,False,True,False,90.0,3.6670588235294117,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,7983.0,53.4,False,90.0
63,5592.0,1700,90,0.0,0.0,2016,7,6,False,False,True,False,90.0,3.2894117647058825,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,7938.8,53.7,False,90.0
67,7452.0,1700,90,0.0,0.0,2016,7,0,False,False,True,False,90.0,4.383529411764706,-0.4999999999999997,-0.8660254037844388,0.0,1.0,7957.4,54.13333333333333,False,90.0
62,6744.0,1700,90,0.0,0.0,2016,7,1,False,False,True,False,90.0,3.967058823529412,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,7954.2,54.333333333333336,False,90.0
69,6870.0,1700,90,0.0,0.0,2016,7,2,False,False,True,False,90.0,4.041176470588235,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,7897.8,54.733333333333334,False,90.0
73,6924.0,1700,90,0.0,0.0,2016,7,3,False,False,True,False,90.0,4.0729411764705885,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,7836.8,55.166666666666664,False,90.0
67,8844.0,1700,90,136.0,46.0,2016,7,4,False,False,True,False,136.0,5.20235294117647,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,7863.0,55.36666666666667,False,136.0
63,6450.0,1700,90,0.0,0.0,2016,7,5,False,False,True,False,90.0,3.7941176470588234,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,7800.8,55.46666666666667,False,90.0
60,5892.0,1700,90,0.0,0.0,2016,7,6,False,False,True,False,90.0,3.4658823529411764,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,7800.0,55.7,False,90.0
62,7368.0,1700,90,0.0,0.0,2016,7,0,False,False,True,False,90.0,4.334117647058823,-0.4999999999999997,-0.8660254037844388,0.0,1.0,7803.2,56.266666666666666,False,90.0
53,7488.0,1700,90,0.0,0.0,2016,7,1,False,False,True,False,90.0,4.404705882352941,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,7793.0,56.43333333333333,False,90.0
49,6684.0,1700,90,0.0,0.0,2016,7,2,False,False,True,False,90.0,3.931764705882353,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,7717.0,56.4,False,90.0
51,7062.0,1700,90,0.0,0.0,2016,7,3,False,False,True,False,90.0,4.154117647058824,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,7692.8,56.63333333333333,False,90.0
50,6978.0,1700,90,0.0,0.0,2016,7,4,False,False,True,False,90.0,4.104705882352941,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,7705.4,56.833333333333336,False,90.0
49,6480.0,1700,90,0.0,0.0,2016,7,5,False,False,True,False,90.0,3.8117647058823527,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,7697.8,56.86666666666667,False,90.0
51,6210.0,1700,90,0.0,0.0,2016,7,6,False,False,True,False,90.0,3.652941176470588,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,7613.4,57.2,False,90.0
53,10536.0,1700,90,461.0,371.0,2016,8,0,False,False,True,False,461.0,6.197647058823529,-0.8660254037844385,-0.5000000000000004,0.0,1.0,7727.4,57.63333333333333,True,90.0
51,10392.0,1700,90,430.0,340.0,2016,8,1,False,False,True,False,430.0,6.1129411764705885,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,7794.6,57.8,True,90.0
49,9516.0,1700,90,253.0,163.0,2016,8,2,False,False,True,False,253.0,5.597647058823529,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,7827.6,57.766666666666666,False,253.0
52,9840.0,1700,90,320.0,230.0,2016,8,3,False,False,True,False,320.0,5.788235294117647,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,7870.6,57.93333333333333,True,90.0
49,9258.0,1700,90,201.0,111.0,2016,8,4,False,False,True,False,201.0,5.445882352941177,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,7855.8,57.86666666666667,False,201.0
44,9006.0,1700,90,146.0,56.0,2016,8,5,False,False,True,False,146.0,5.29764705882353,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,7874.6,57.333333333333336,False,146.0
46,5904.0,1700,90,0.0,0.0,2016,8,6,False,False,True,False,90.0,3.4729411764705884,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,7770.6,56.733333333333334,False,90.0
40,7428.0,1700,90,0.0,0.0,2016,8,0,False,False,True,False,90.0,4.369411764705882,-0.8660254037844385,-0.5000000000000004,0.0,1.0,7733.8,55.766666666666666,False,90.0
37,6840.0,1700,90,0.0,0.0,2016,8,1,False,False,True,False,90.0,4.023529411764706,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,7716.0,54.666666666666664,False,90.0
38,7506.0,1700,90,0.0,0.0,2016,8,2,False,False,True,False,90.0,4.415294117647059,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,7649.8,53.6,False,90.0
45,8526.0,1700,90,51.0,0.0,2016,8,3,False,False,True,False,51.0,5.015294117647059,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,7663.0,53.36666666666667,False,51.0
43,8256.0,1700,90,0.0,0.0,2016,8,4,False,False,True,False,90.0,4.856470588235294,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,7637.8,53.2,False,90.0
38,6762.0,1700,90,0.0,0.0,2016,8,5,False,False,True,False,90.0,3.9776470588235293,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,7555.6,52.86666666666667,False,90.0
